,movie_id,title,genres,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
996,movie_1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
997,movie_1010,"Love Bug, The (1969)",Children's|Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
998,movie_1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999,movie_1012,Old Yeller (1957),Children's|Drama,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000,movie_1013,"Parent Trap, The (1961)",Children's|Drama,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1001,movie_1014,Pollyanna (1960),Children's|Comedy|Drama,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1002,movie_1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,movie_1016,"Shaggy Dog, The (1959)",Children's|Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,movie_1017,Swiss Family Robinson (1960),Adventure|Children's,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,movie_1018,That Darn Cat! (1965),Children's|Comedy|Mystery,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1006,movie_1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1007,movie_1020,Cool Runnings (1993),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,movie_1021,Angels in the Outfield (1994),Children's|Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,movie_1022,Cinderella (1950),Animation|Children's|Musical,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1010,movie_1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,movie_1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012,movie_1025,"Sword in the Stone, The (1963)",Animation|Children's,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,movie_1026,So Dear to My Heart (1949),Children's|Drama,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1014,movie_1027,Robin Hood: Prince of Thieves (1991),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1015,movie_1028,Mary Poppins (1964),Children's|Comedy|Musical,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1016,movie_1029,Dumbo (1941),Animation|Children's|Musical,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017,movie_1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1018,movie_1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1019,movie_1032,Alice in Wonderland (1951),Animation|Children's|Musical,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1020,movie_1033,"Fox and the Hound, The (1981)",Animation|Children's,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,movie_1034,Freeway (1996),Crime,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,movie_1035,"Sound of Music, The (1965)",Musical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,movie_1036,Die Hard (1988),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1024,movie_1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1025,movie_1038,Unhook the Stars (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1026,movie_1039,Synthetic Pleasures (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,movie_1040,"Secret Agent, The (1996)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1028,movie_1041,Secrets & Lies (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1029,movie_1042,That Thing You Do! (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,movie_1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1031,movie_1044,Surviving Picasso (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1032,movie_1045,Love Is All There Is (1996),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1033,movie_1046,Beautiful Thing (1996),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1034,movie_1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1035,movie_1049,"Ghost and the Darkness, The (1996)",Action|Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,movie_1050,Looking for Richard (1996),Documentary|Drama,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1037,movie_1051,Trees Lounge (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1038,movie_1052,"Proprietor, The (1996)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1039,movie_1053,Normal Life (1996),Crime|Drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1040,movie_1054,Get on the Bus (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041,movie_1055,Shadow Conspiracy (1997),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1042,movie_1056,Jude (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1043,movie_1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1044,movie_1058,Bitter Sugar (Azucar Amargo) (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1045,movie_1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1046,movie_1060,Swingers (1996),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1047,movie_1061,Sleepers (1996),Crime|Drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1048,movie_1062,"Sunchaser, The (1996)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1049,movie_1063,Johns (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1050,movie_1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,movie_1065,"Woman in Question, The (1950)",Mystery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1052,movie_1066,Shall We Dance? (1937),Comedy|Musical|Romance,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1053,movie_1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1054,movie_1068,Crossfire (1947),Crime|Film-Noir,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1055,movie_1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1056,movie_1070,Macao (1952),Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,movie_1071,For the Moment (1994),Romance|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1058,movie_1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1059,movie_1075,"Sexual Life of the Belgians, The (1994)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,movie_1076,"Innocents, The (1961)",Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1061,movie_1077,Sleeper (1973),Comedy|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1062,movie_1078,Bananas (1971),Comedy|War,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1063,movie_1079,"Fish Called Wanda, A (1988)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,movie_1080,Monty Python's Life of Brian (1979),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,movie_1081,Victor/Victoria (1982),Comedy|Musical,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1066,movie_1082,"Candidate, The (1972)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1067,movie_1083,"Great Race, The (1965)",Comedy|Musical,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1068,movie_1084,Bonnie and Clyde (1967),Crime|Drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1069,movie_1085,"Old Man and the Sea, The (1958)",Adventure|Drama,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1070,movie_1086,Dial M for Murder (1954),Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1071,movie_1087,Madame Butterfly (1995),Musical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1072,movie_1088,Dirty Dancing (1987),Musical|Romance,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1073,movie_1089,Reservoir Dogs (1992),Crime|Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1074,movie_1090,Platoon (1986),Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1075,movie_1091,Weekend at Bernie's (1989),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,movie_1092,Basic Instinct (1992),Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1077,movie_1093,"Doors, The (1991)",Drama|Musical,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1078,movie_1094,"Crying Game, The (1992)",Drama|Romance|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1079,movie_1095,Glengarry Glen Ross (1992),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1080,movie_1096,Sophie's Choice (1982),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1081,movie_1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1082,movie_1098,"Search for One-eye Jimmy, The (1996)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,movie_1099,"Christmas Carol, A (1938)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1084,movie_1100,Days of Thunder (1990),Action|Romance,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1085,movie_1101,Top Gun (1986),Action|Romance,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1086,movie_1102,American Strays (1996),Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,movie_1103,Rebel Without a Cause (1955),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1088,movie_1104,"Streetcar Named Desire, A (1951)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1089,movie_1105,Children of the Corn IV: The Gathering (1996),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1090,movie_1106,"Leopard Son, The (1996)",Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1091,movie_1107,Loser (1991),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,movie_1108,Prerokbe Ognja (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1093,movie_1109,Charm's Incidents (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1094,movie_1110,Bird of Prey (1996),Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,movie_1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1096,movie_1112,Palookaville (1996),Action|Drama,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1097,movie_1113,"Associate, The (1996)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,movie_1114,"Funeral, The (1996)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1099,movie_1115,Sleepover (1995),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1100,movie_1116,"Single Girl, A (La Fille Seule) (1995)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1101,movie_1117,"Eighth Day, The (Le Huiti�me jour ) (1996)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1102,movie_1118,Tashunga (1995),Adventure|Western,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1103,movie_1119,Drunks (1997),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104,movie_1120,"People vs. Larry Flynt, The (1996)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1105,movie_1121,Glory Daze (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1106,movie_1122,Plutonium Circus (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1107,movie_1123,"Perfect Candidate, A (1996)",Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1108,movie_1124,On Golden Pond (1981),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1109,movie_1125,"Return of the Pink Panther, The (1974)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,movie_1126,Drop Dead Fred (1991),Comedy|Fantasy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1111,movie_1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1112,movie_1128,"Fog, The (1980)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,movie_1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1114,movie_1130,"Howling, The (1980)",Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1115,movie_1131,Jean de Florette (1986),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1116,movie_1132,Manon of the Spring (Manon des sources) (1986),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1117,movie_1133,Talking About Sex (1994),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1118,movie_1134,Johnny 100 Pesos (1993),Action|Drama,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1119,movie_1135,Private Benjamin (1980),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,movie_1136,Monty Python and the Holy Grail (1974),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,movie_1137,Hustler White (1996),Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1122,movie_1138,Dadetown (1995),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1123,movie_1139,Everything Relative (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,movie_1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1125,movie_1141,Hoogste tijd (1995),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1126,movie_1142,Get Over It (1996),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1127,movie_1143,Three Lives and Only One Death (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,movie_1144,"Line King: Al Hirschfeld, The (1996)",Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1129,movie_1145,Snowriders (1996),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1130,movie_1146,Curtis's Charm (1995),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1131,movie_1147,When We Were Kings (1996),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1132,movie_1148,"Wrong Trousers, The (1993)",Animation|Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,movie_1149,JLG/JLG - autoportrait de d�cembre (1994),Documentary|Drama,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1134,movie_1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1135,movie_1151,Faust (1994),Animation|Comedy|Thriller,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1136,movie_1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1137,movie_1153,Raw Deal (1948),Film-Noir,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1138,movie_1154,T-Men (1947),Film-Noir,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1139,movie_1155,"Invitation, The (Zaproszenie) (1986)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1140,movie_1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1141,movie_1157,"Symphonie pastorale, La (1946)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1142,movie_1158,Here Comes Cookie (1935),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,movie_1159,Love in Bloom (1935),Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1144,movie_1160,Six of a Kind (1934),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,movie_1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1146,movie_1162,"Ruling Class, The (1972)",Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,movie_1163,Mina Tannenbaum (1994),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1148,movie_1164,Two or Three Things I Know About Her (1966),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1149,movie_1165,"Bloody Child, The (1996)",Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1150,movie_1166,Farmer & Chase (1995),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,movie_1167,Dear God (1996),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,movie_1168,Bad Moon (1996),Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,movie_1169,American Dream (1990),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1154,movie_1170,Best of the Best 3: No Turning Back (1995),Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,movie_1171,Bob Roberts (1992),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,movie_1172,Cinema Paradiso (1988),Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1157,movie_1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1158,movie_1174,Grosse Fatigue (1994),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,movie_1175,Delicatessen (1991),Comedy|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1160,movie_1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1161,movie_1177,Enchanted April (1991),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1162,movie_1178,Paths of Glory (1957),Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1163,movie_1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1164,movie_1180,Hear My Song (1991),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,movie_1181,"Shooter, The (1995)",Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,movie_1183,"English Patient, The (1996)",Drama|Romance|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1167,movie_1184,Mediterraneo (1991),Comedy|War,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1168,movie_1185,My Left Foot (1989),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1169,movie_1186,"Sex, Lies, and Videotape (1989)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1170,movie_1187,Passion Fish (1992),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1171,movie_1188,Strictly Ballroom (1992),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1172,movie_1189,"Thin Blue Line, The (1988)",Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1173,movie_1190,Tie Me Up! Tie Me Down! (1990),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1174,movie_1191,Madonna: Truth or Dare (1991),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1175,movie_1192,Paris Is Burning (1990),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1176,movie_1193,One Flew Over the Cuckoo's Nest (1975),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1177,movie_1194,Up in Smoke (1978),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,movie_1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1179,movie_1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1180,movie_1198,Raiders of the Lost Ark (1981),Action|Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,movie_1199,Brazil (1985),Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1182,movie_1200,Aliens (1986),Action|Sci-Fi|Thriller|War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1183,movie_1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,movie_1202,Withnail and I (1987),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,movie_1203,12 Angry Men (1957),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1186,movie_1204,Lawrence of Arabia (1962),Adventure|War,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1187,movie_1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1188,movie_1206,"Clockwork Orange, A (1971)",Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1189,movie_1207,To Kill a Mockingbird (1962),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1190,movie_1208,Apocalypse Now (1979),Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1191,movie_1209,Once Upon a Time in the West (1969),Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1192,movie_1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1193,movie_1211,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1194,movie_1212,"Third Man, The (1949)",Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1195,movie_1213,GoodFellas (1990),Crime|Drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1196,movie_1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1197,movie_1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1198,movie_1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1199,movie_1217,Ran (1985),Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1200,movie_1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1201,movie_1219,Psycho (1960),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1202,movie_1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1203,movie_1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
